section_id,pavement_age_years,aadt,heavy_vehicle_percentage,pavement_thickness_mm,number_of_lanes,subgrade_cbr,annual_rainfall_mm,mean_temperature_c,years_since_last_maintenance,distress_density,pci,traffic_load_index,maintenance_gap,log_aadt
1211,16.46,2764.01,2.22,311.1,3,8.32,1383.53,24.35,3.64,8.75,41.36,61.361022000000006,3.64,7.924799530586423
1212,20.76,3885.78,14.51,182.37,3,11.6,1451.07,30.54,14.88,18.49,0.0,563.826678,14.88,8.26533633033097
1213,19.56,3628.91,13.05,244.44,3,13.27,221.06,23.28,2.96,2.36,40.09,473.572755,2.96,8.196963133563106
1214,6.73,4384.2,22.07,228.97,4,10.14,1391.38,30.6,6.73,4.4,37.0,967.59294,6.73,8.385990513800385
1215,21.37,7881.33,4.4,179.61,4,10.7,675.79,12.94,13.88,16.02,19.48,346.77852,13.88,8.972378824424835
1216,7.12,9772.93,8.69,275.21,3,3.64,1342.79,20.59,2.2,9.56,51.68,849.267617,2.2,9.187473915946464
1217,9.76,27167.33,10.69,212.36,1,14.3,972.62,18.52,9.76,7.74,53.56,2904.187577,9.76,10.209807235680413
1218,22.39,3645.75,7.07,295.88,1,3.72,1011.51,19.88,14.21,18.32,24.32,257.754525,14.21,8.201591638966322
1219,19.49,17808.98,23.82,175.09,2,12.07,925.96,21.7,13.27,15.87,13.26,4242.099036,13.27,9.78751425331845
1220,25.48,6828.15,15.89,370.33,1,5.44,1484.85,24.85,3.22,9.75,10.17,1084.993035,3.22,8.82895549386849
1221,19.73,7788.7,4.22,187.26,2,14.14,504.16,22.76,9.51,0.5,28.88,328.6831399999999,9.51,8.960557627211806
1222,15.33,13902.94,1.25,265.35,4,11.36,1243.14,27.09,11.41,8.45,31.06,173.78675,11.41,9.539927532190914
1223,2.81,3300.48,1.12,305.43,4,11.8,1440.53,22.14,2.81,11.56,68.62,36.965376000000006,2.81,8.102126131763786
1224,11.03,11003.05,14.72,210.06,1,4.85,1286.54,7.0,2.71,1.43,49.6,1619.6489599999998,2.71,9.306018665836396
1225,7.96,9257.24,6.37,309.67,4,7.76,1929.88,8.49,7.96,11.27,55.85,589.686188,7.96,9.133269244780806
1226,7.32,12015.6,28.067500000000003,163.96,3,10.03,788.42,22.89,5.08,18.89,42.41,3372.4785300000003,5.08,9.394044306179389
1227,29.19,10212.16,9.75,351.65,3,12.01,1382.92,13.25,2.63,8.44,22.28,995.6856,2.63,9.23143236376303
1228,11.79,27167.33,6.84,250.99,1,8.41,957.56,7.39,6.32,3.45,44.5,1858.245372,6.32,10.209807235680413
1229,26.76,4864.93,3.23,208.25,1,14.51,1493.36,17.89,11.91,0.61,13.55,157.13723900000002,11.91,8.49001313770773
1230,18.93,5298.62,17.91,229.06,2,13.57,964.875,21.63,6.97,11.44,29.14,948.982842,6.97,8.575390398856573
1231,15.33,4922.09,7.89,306.62,4,5.51,844.85,14.86,8.06,1.64,22.17,388.352901,8.06,8.501691661126744
1232,15.08,5195.86,10.69,209.09,2,12.7,1522.43,26.61,14.93,13.1,18.04,555.4374339999999,14.93,8.555809876027157
1233,17.31,4866.31,11.17,197.54,2,8.74,803.38,24.31,5.99,25.95125,28.18,543.566827,5.99,8.490296702072577
1234,14.78,20977.66,9.97,252.27,3,8.0,434.91,14.98,9.23,4.58,32.32,2091.472702,9.23,9.951261009557774
1235,5.86,25245.5,15.55,167.61,3,6.09,793.26,27.65,5.48,7.05,41.16,3925.67525,5.48,10.13644281123433
1236,21.67,5132.78,3.59,377.44,3,9.55,1247.61,24.46,5.89,25.95125,27.3,184.26680199999998,5.89,8.543597508935214
1237,8.42,4163.52,9.57,210.35,3,11.49,1556.82,24.12,8.42,9.24,36.25,398.44886400000007,8.42,8.334356301861161
1238,0.73,11815.09,8.02,308.21,2,8.41,1044.45,21.6,0.73,5.82,70.56,947.570218,0.73,9.377217440973
1239,19.36,5209.41,16.04,264.66,3,10.18,1527.28,5.34,8.14,17.09,26.2,835.5893639999999,8.14,8.558413826468795
1240,5.31,13444.77,18.7,181.08,4,11.09,456.73,25.9,5.31,6.09,54.66,2514.1719900000003,5.31,9.50641983742381
1241,28.21,9531.32,5.12,249.58,3,11.24,822.69,16.28,1.34,4.32,21.18,488.003584,1.34,9.162443408783965
1242,28.62,2410.05,16.15,252.27,3,2.68,884.57,33.28,3.17,12.95,2.15,389.223075,3.17,7.787817616249006
1243,27.45,27167.33,3.58,236.82,3,13.18,954.18,29.54,7.53,18.05,0.0,972.590414,7.53,10.209807235680413
1244,11.1,27167.33,9.91,333.52,1,7.96,1033.64,22.63,5.45,4.29,49.37,2692.282403,5.45,10.209807235680413
1245,0.46,4963.02,10.58,321.51,4,5.41,1276.36,12.57,0.46,9.83,71.95,525.087516,0.46,8.509971175325246
1246,27.85,5942.22,18.2,314.32,4,5.14,822.08,11.11,7.76,7.3,7.68,1081.48404,7.76,8.690006353022405
1247,12.85,8562.29,15.58,217.82,2,8.28,1055.61,15.21,0.22,8.26,49.03,1334.004782,0.22,9.055239741088256
1248,29.0,10588.94,3.89,174.41,2,13.53,981.95,19.3,3.97,3.48,17.13,411.90976600000005,3.97,9.267659772857023
1249,28.91,13723.09,10.69,207.05,3,6.92,629.64,13.88,7.71,13.66,0.0,1466.998321,7.71,9.526907961811691
1250,25.59,27167.33,11.91,263.74,1,11.75,954.53,20.45,8.6,23.32,13.83,3235.629003,8.6,10.209807235680413
1251,8.83,7033.52,23.62,288.21,2,3.26,942.54,9.96,8.83,4.2,42.36,1661.3174240000003,8.83,8.858584736943513
1252,11.55,4278.52,7.04,100.0,2,8.19,933.97,19.88,9.68,13.65,26.97,301.20780800000006,9.68,8.361596132753903
1253,25.53,2687.98,8.58,249.43,3,14.89,1012.7,8.24,6.22,16.82,23.58,230.628684,6.22,7.896917218532019
1254,9.51,4515.43,24.82,261.07,3,12.02,1030.27,32.96,9.51,9.77,35.88,1120.729726,9.51,8.4154771377429
1255,5.08,7891.16,19.49,230.57,2,4.74,827.08,32.41,5.08,13.25,54.49,1537.9870839999999,5.08,8.973625140631878
1256,16.7,27167.33,3.85,340.39,2,8.52,1509.09,20.76,3.0,4.65,28.2,1045.942205,3.0,10.209807235680413
1257,28.08,5355.67,9.99,279.52,4,5.04,532.21,26.75,1.96,22.44,5.69,535.031433,1.96,8.58609779234079
1258,20.88,8562.29,13.65,341.71,1,7.32,711.61,18.08,10.14,18.14,23.52,1168.7525850000002,10.14,9.055239741088256
1259,17.1,7997.32,16.04,234.88,4,12.14,2062.7112500000003,23.9,8.4,19.57,14.93,1282.7701279999999,8.4,8.986986798608886
1260,2.92,20967.2,4.72,315.62,2,12.03,584.8,15.22,5.45,2.94,76.81,989.65184,5.45,9.950762283301897
1261,18.45,8562.29,22.29,364.45,4,4.97,458.5,14.03,11.08,12.07,23.96,1908.534441,11.08,9.055239741088256
1262,29.7,5299.17,2.52,341.82,4,13.99,1293.79,19.88,9.38,4.96,4.88,133.539084,9.38,8.575494174497504
1263,4.2,5477.74,10.69,173.55,2,9.7,200.0,19.94,4.2,23.74,63.84,585.5704059999999,4.2,8.608630426497495
1264,15.55,18682.24,10.69,252.27,3,6.94,905.89,22.39,8.0,4.28,25.82,1997.131456,8.0,9.835382144280022
1265,26.32,13981.82,10.84,225.84,2,8.53,1858.33,13.6,1.7,10.07,19.37,1515.6292879999999,1.7,9.545584712183913
1266,22.22,27167.33,11.08,284.25,3,9.87,382.03,16.01,12.42,0.99,22.52,3010.140164,12.42,10.209807235680413
1267,20.91,12927.89,12.05,298.04,2,9.28,207.21,7.52,3.78,10.03,39.05,1557.810745,3.78,9.4672196212131
1268,21.07,6078.82,5.61,191.28,2,8.32,400.33,6.57,11.66,2.98,22.47,341.02180200000004,11.66,8.71273036925881
1269,10.78,12997.65,2.95,254.75,2,8.56,1359.34,12.6,10.78,12.52,44.3,383.430675,10.78,9.472600784897443
1270,15.33,19672.22,13.17,108.61,1,4.29,1449.91,7.23,8.81,25.95125,20.85,2590.8313740000003,8.81,9.887013599053162
1271,24.28,15621.22,14.39,350.94,3,12.57,794.96,8.11,8.94,6.24,31.69,2247.8935579999998,8.94,9.656449538774961
1272,24.3,12158.93,12.39,252.27,1,9.04,1273.28,29.39,6.91,24.14,0.0,1506.4914270000002,6.91,9.405901398924641
1273,26.01,19021.78,7.21,253.91,2,3.7,1556.1,6.17,5.47,25.95125,7.53,1371.4703379999999,5.47,9.853392487353572
1274,27.4,20649.3,4.42,228.32,4,11.96,1714.94,24.77,5.45,2.17,0.0,912.6990599999999,5.45,9.935485126128688
1275,15.34,24482.83,9.07,330.22,1,14.12,901.47,13.18,9.55,6.41,41.98,2220.592681,9.55,10.10576817863694
1276,15.05,13615.55,25.56,100.0,3,14.31,200.0,31.15,11.27,15.2,27.69,3480.13458,11.27,9.519041243651877
1277,23.95,7089.04,9.73,248.84,2,6.8,671.65,19.55,10.18,11.07,20.98,689.763592,10.18,8.8664462612592
1278,19.5,9112.21,8.64,242.59,1,3.76,964.875,14.17,2.98,14.62,33.53,787.294944,2.98,9.11748028823369
1279,21.06,21273.28,9.94,218.25,4,8.74,896.42,20.53,7.41,8.75,16.65,2114.5640319999998,7.41,9.965254110330713
1280,23.87,8562.29,9.5,370.84,1,3.46,924.86,16.46,11.87,18.66,17.97,813.4175500000001,11.87,9.055239741088256
1281,26.7,10882.8,21.28,187.89,3,14.14,964.875,21.93,7.14,9.75,0.0,2315.85984,7.14,9.295030724137096
1282,10.14,5915.49,15.62,304.03,1,4.39,1509.77,8.44,8.05,11.55,42.21,923.999538,8.05,8.685498646634729
1283,11.27,8291.58,6.79,274.94,4,5.29,931.33,34.91,11.27,2.98,33.03,562.998282,11.27,9.023116418046303
1284,2.82,22533.57,8.16,338.31,4,7.29,1439.39,17.77,2.82,9.01,58.68,1838.7393120000002,2.82,10.022805853513807
1285,17.35,9441.59,10.69,203.3,3,6.98,964.875,15.45,6.14,15.32,32.68,1009.305971,6.14,9.152985585915296
1286,1.08,8409.77,11.56,198.69,4,12.33,1025.8,19.88,1.08,10.63,76.33,972.1694120000001,1.08,9.037268306445288
1287,13.97,2730.16,5.63,326.72,2,7.93,1362.62,15.92,2.44,9.32,48.28,153.70800799999998,2.44,7.9124817063558925
1288,16.28,14720.6,7.54,279.77,4,4.22,1028.9,30.0,14.93,12.08,12.2,1109.9332399999998,14.93,9.597071082028096
1289,8.6,13580.46,10.69,141.85,2,5.47,1823.12,18.63,1.78,9.7,34.39,1451.7511739999998,1.78,9.516460906379445
1290,17.72,8562.29,21.77,212.25,1,8.41,424.64,26.59,0.22,8.11,29.86,1864.0105330000001,0.22,9.055239741088256
1291,0.92,6334.57,8.3,277.05,2,3.92,793.93,8.22,0.92,15.65,76.66,525.76931,0.92,8.753935065029633
1292,1.12,9655.86,7.75,308.64,2,9.95,949.39,30.38,1.12,7.68,64.98,748.32915,1.12,9.175423822605955
1293,24.68,9892.25,15.67,202.45,1,9.35,1175.78,27.07,10.95,2.8,2.57,1550.115575,10.95,9.199607985397138
1294,10.81,27167.33,2.2,100.0,4,11.29,964.875,11.35,10.81,23.41,42.89,597.6812600000001,10.81,10.209807235680413
1295,3.81,7508.29,20.53,286.63,2,14.19,990.24,9.36,5.45,5.09,62.08,1541.451937,5.45,8.923896199676419
1296,15.67,10129.6,10.69,164.58,4,13.86,431.11,14.49,14.87,2.06,29.67,1082.85424,14.87,9.223315825498574
1297,23.1,13178.17,13.99,108.79,1,14.3,1337.01,34.28,4.41,13.17,2.38,1843.625983,4.41,9.486392831870202
1298,6.47,9407.73,10.69,100.0,3,5.18,1301.98,12.7,5.45,25.43,49.07,1005.6863369999999,5.45,9.149393260665601
1299,18.69,5669.48,15.97,306.98,4,3.71,223.26,18.68,1.73,13.39,41.97,905.4159559999999,1.73,8.64302904922333
1300,2.56,9464.2,14.41,259.0,4,5.93,998.48,5.9,2.56,21.21,70.68,1363.79122,2.56,9.155377193900897
1301,15.33,19127.94,13.47,234.2,3,13.64,363.94,16.92,1.55,3.87,70.07,2576.533518,1.55,9.858957650548852
1302,15.94,3564.53,5.03,347.23,3,14.64,734.14,22.14,5.51,2.84,48.4,179.29585900000004,5.51,8.179067989400147
1303,16.22,9012.57,7.47,294.61,1,8.41,638.88,33.59,8.87,6.39,33.18,673.238979,8.87,9.106486498540521
1304,19.12,4628.11,12.36,363.14,4,3.43,1323.71,20.5,7.56,17.72,22.07,572.0343959999999,7.56,8.44011990398073
1305,21.78,21079.1,6.44,152.51,4,8.41,1046.73,19.88,9.69,12.55,11.88,1357.4940399999998,9.69,9.956084746477064
1306,29.28,2395.75,6.24,247.58,1,7.5,485.76,21.41,14.59,13.22,0.0,149.4948,14.59,7.781868931957106
1307,15.49,5181.57,19.57,136.83,4,2.12,1352.03,6.22,0.84,9.32,33.67,1014.033249,0.84,8.55305635121341
1308,9.69,10957.39,1.62,233.94,2,7.75,426.48,14.45,8.61,6.49,55.64,177.50971800000002,8.61,9.301860651901247
1309,23.86,27167.33,20.05,232.6,2,2.6,1132.05,22.27,12.95,9.64,0.0,5447.0496650000005,12.95,10.209807235680413
1310,8.12,7687.88,5.02,293.86,2,9.07,674.4,19.88,7.22,7.47,51.96,385.93157599999995,7.22,8.947530408199508
1311,13.17,5197.02,15.13,253.19,4,6.4,853.73,30.77,1.18,6.13,48.03,786.3091260000001,1.18,8.556033062827739
1312,15.33,27167.33,12.89,293.64,2,8.15,1201.71,11.85,2.35,11.29,73.76,3501.8688370000004,2.35,10.209807235680413
1313,0.76,2544.24,4.85,299.24,2,9.97,1208.58,11.6,0.76,6.92,74.39,123.39563999999997,0.76,7.841980227092444
1314,28.88,1395.43,6.59,400.85,1,13.29,1534.79,11.04,2.32,10.37,28.83,91.958837,2.32,7.241674258815633
1315,25.08,11521.98,16.84,227.93,1,10.6,967.1,32.67,12.74,1.13,11.48,1940.3014319999997,12.74,9.352098581353392
1316,20.88,5422.74,8.92,184.13,3,7.64,1122.58,30.58,7.82,9.74,14.96,483.70840799999996,7.82,8.598540893368062
1317,12.27,3579.63,28.067500000000003,267.23,3,12.65,824.91,28.25,12.27,6.88,31.83,1004.71265025,12.27,8.183294041566127
1318,5.2,14281.0,7.06,193.84,3,8.41,1072.8,16.78,5.2,21.98,63.79,1008.2385999999999,5.2,9.566755282109055
1319,4.69,9848.17,6.78,353.74,3,3.56,1175.79,20.13,4.69,1.96,60.45,667.705926,4.69,9.195142466656337
1320,7.51,5160.23,4.05,230.17,1,8.92,960.68,19.88,0.08,8.75,66.08,208.98931499999998,0.08,8.548930202162518
1321,16.48,2909.56,6.21,210.41,1,8.41,278.5,12.6,6.42,15.45,39.93,180.683676,6.42,7.976100781513906
1322,21.44,16284.45,10.07,252.27,1,2.61,1132.59,20.15,2.96,7.71,18.64,1639.844115,2.96,9.698027350119467
1323,19.81,13631.8,27.95,300.29,2,10.69,1145.82,5.91,13.66,6.7,21.44,3810.0880999999995,13.66,9.520233932793182
1324,8.4,7485.02,6.52,238.96,2,13.22,727.93,8.95,2.62,15.41,68.64,488.023304,2.62,8.92079256011456
1325,28.65,27167.33,1.43,205.08,3,4.12,486.25,31.6,4.29,8.75,4.09,388.49281900000005,4.29,10.209807235680413
1326,22.14,3442.43,7.48,366.57,2,12.56,1590.35,27.55,7.75,13.0,16.31,257.493764,7.75,8.144223346623638
1327,16.63,2391.27,11.21,190.07,4,13.09,1196.58,17.69,3.95,6.14,31.87,268.061367,3.95,7.779997984954658
1328,18.35,8562.29,20.16,252.49,1,13.89,908.37,20.51,3.15,5.52,34.59,1726.1576640000003,3.15,9.055239741088256
1329,12.59,7812.9,11.62,295.66,3,5.45,545.19,16.1,8.99,8.75,46.32,907.85898,8.99,8.963659477990255
1330,7.43,9844.53,8.55,135.81,3,13.75,671.27,27.22,1.33,16.31,59.31,841.7073150000001,1.33,9.194772824057928
1331,10.68,6680.92,10.69,283.62,4,6.17,1521.04,28.53,0.87,2.46,38.41,714.190348,0.87,8.807160650381697
1332,22.74,10739.08,15.97,176.14,2,9.18,1055.06,27.9,5.58,7.92,3.23,1715.031076,5.58,9.281737816824686
1333,0.43,2977.29,10.64,307.59,3,2.66,779.77,26.68,0.43,5.73,72.04,316.783656,0.43,7.999104589295231
1334,3.48,25719.68,16.08,182.61,2,2.57,1203.88,11.14,3.48,8.75,57.46,4135.724544,3.48,10.15505061657127
1335,1.38,7587.66,4.22,298.49,2,11.36,674.24,15.14,1.38,14.45,78.6,320.19925199999994,1.38,8.934410306713636
1336,1.22,19807.91,7.58,327.41,4,7.78,1600.34,19.1,1.22,4.21,61.13,1501.4395780000002,1.22,9.893887115462991
1337,25.66,10659.22,14.19,310.3,3,5.33,1541.12,14.92,5.48,13.33,7.68,1512.543318,5.48,9.274274335405563
1338,21.11,11677.31,3.14,267.59,2,4.48,813.37,27.65,14.04,6.31,14.03,366.66753400000005,14.04,9.365488554132531
1339,14.23,12782.26,4.94,233.81,2,10.71,964.875,14.88,0.82,18.09,54.71,631.4436440000001,0.82,9.455891781474593
1340,2.94,11593.12,9.66,209.65,4,2.01,200.0,9.15,2.94,4.43,66.07,1119.8953920000001,2.94,9.358253352027244
1341,15.33,13550.49,10.69,352.97,4,12.48,407.37,16.97,13.37,16.15,40.73,1448.5473809999999,13.37,9.51425178336198
1342,14.2,23466.33,21.97,252.27,2,3.03,464.21,34.4,12.06,2.73,24.19,5155.552701,12.06,10.063364520123974
1343,5.2,9482.63,5.28,177.41,4,4.49,1054.08,11.78,2.76,8.75,55.03,500.68286399999994,2.76,9.157322433349615
1344,13.02,14288.4,11.96,296.58,2,7.02,869.51,23.36,4.44,13.53,45.49,1708.89264,4.44,9.567273282638638
1345,11.96,7541.76,20.59,194.27,3,8.3,461.87,17.99,10.76,4.54,38.71,1552.8483840000001,10.76,8.928343441768229
1346,18.48,25644.74,16.04,183.5,1,6.61,887.53,7.13,1.26,5.89,28.22,4113.416296,1.26,10.152132754934449
1347,19.05,4716.8,11.37,148.95,4,6.17,1202.13,19.64,12.18,8.75,21.06,536.30016,12.18,8.459097868225525
1348,1.36,27167.33,12.7,216.2,1,14.53,1211.14,19.88,1.36,6.68,62.65,3450.25091,1.36,10.209807235680413
1349,11.24,7846.9,5.54,244.21,2,10.34,240.13,20.4,10.94,5.44,42.12,434.71826,10.94,8.96800125906412
1350,18.78,2579.57,8.04,267.02,2,2.3,948.69,31.16,1.5,15.57,25.06,207.39742799999996,1.5,7.855765583746732
1351,15.09,8977.56,9.68,316.59,2,7.59,446.66,13.67,10.77,19.36,34.32,869.0278079999999,10.77,9.102594792090352
1352,25.69,4699.25,9.18,286.88,1,13.38,1360.69,7.59,10.2,18.59,16.69,431.39115,10.2,8.455370977772894
1353,15.33,15875.22,8.63,236.64,2,5.92,1313.66,33.1,12.46,11.97,1.34,1370.0314859999999,12.46,9.672577671201752
1354,4.89,4807.35,4.92,236.13,4,8.41,640.79,16.35,5.45,8.75,65.54,236.52162,5.45,8.478109268906689
1355,2.12,5670.62,20.64,285.71,3,11.86,693.58,22.29,0.35,3.9,72.17,1170.415968,0.35,8.643230070198959
1356,19.27,8562.29,10.49,339.08,3,9.88,815.49,28.76,5.6,8.14,34.57,898.1842210000002,5.6,9.055239741088256
1357,0.8,5642.91,9.24,258.84,4,9.41,200.0,14.73,0.8,9.3,84.65,521.4048839999999,0.8,8.638332366708072
1358,17.57,1165.49,3.84,217.16,3,2.7,1134.39,26.48,8.38,10.66,21.68,44.754816,8.38,7.061754518771503
1359,28.21,2282.16,13.61,180.5,1,3.83,890.86,9.06,13.76,10.52,4.84,310.601976,13.76,7.733315727297909
1360,17.26,14888.31,10.69,252.27,2,10.09,1388.07,13.74,5.87,8.76,25.04,1591.5603389999999,5.87,9.608398784778945
1361,11.65,15193.76,6.48,296.64,2,4.7,560.64,19.88,11.65,11.87,45.1,984.5556480000001,11.65,9.628705910556857
1362,19.3,11388.58,7.78,290.46,2,8.55,752.35,29.34,0.0,10.18,42.03,886.0315240000001,0.0,9.340454181310076
1363,13.75,3738.42,15.56,290.42,1,9.08,397.39,11.68,2.53,10.16,52.21,581.698152,2.53,8.226685798168495
1364,16.37,7799.62,12.96,240.99,1,5.69,964.875,26.52,0.46,4.81,40.4,1010.8307520000002,0.46,8.961958496698232
1365,28.24,8079.76,2.28,348.49,1,14.33,527.21,33.3,5.45,3.12,19.63,184.218528,5.45,8.997241206497772
1366,11.58,3207.7,20.27,216.11,4,12.95,1398.39,20.83,11.58,10.69,30.77,650.20079,11.58,8.073621149672046
1367,28.84,26976.43,12.18,316.87,1,11.39,720.7,21.2,1.45,6.1,22.73,3285.7291739999996,1.45,10.202755869479635
1368,27.16,16348.47,11.89,247.29,3,3.01,1049.67,18.83,9.1,5.0,3.77,1943.833083,9.1,9.701950759897851
1369,5.87,6790.15,5.47,207.42,4,3.38,847.69,14.78,5.87,13.78,56.77,371.421205,5.87,8.823375572927578
1370,2.08,8279.26,17.97,252.27,4,8.41,492.21,19.27,2.08,8.21,63.53,1487.783022,2.08,9.021629647852489
1371,3.02,9573.04,10.07,278.67,4,4.09,932.68,23.08,1.84,21.27,57.74,964.005128,1.84,9.166810547925762
1372,0.55,1582.26,6.78,274.99,1,14.72,1239.64,34.58,0.55,12.77,78.59,107.277228,0.55,7.367241291498495
1373,2.83,6649.24,3.21,255.69,4,4.06,516.9,19.88,0.44,4.55,71.71,213.44060399999998,0.44,8.802408223224226
1374,20.49,4695.75,9.3,247.35,1,8.34,1323.65,30.86,6.51,13.89,17.01,436.70475000000005,6.51,8.454626059147408
1375,2.14,3636.23,19.37,417.19,1,6.73,660.11,31.67,2.14,11.47,70.77,704.337751,2.14,8.19897768192068
1376,9.57,6471.22,6.77,332.9,4,10.31,806.81,19.04,9.57,4.4,50.94,438.101594,9.57,8.775274450744028
1377,25.35,27167.33,2.99,300.6,2,3.68,1212.27,24.72,9.07,5.51,5.3,812.3031670000001,9.07,10.209807235680413
1378,0.7,13530.13,7.41,257.83,2,7.59,734.63,31.85,0.7,13.44,62.68,1002.5826329999999,0.7,9.512748235785299
1379,24.43,5131.0,6.72,320.5,4,5.57,1015.03,16.79,7.98,1.54,13.46,344.8032,7.98,8.543250725735527
1380,8.46,12811.09,11.05,286.26,2,13.54,874.12,33.85,1.38,0.94,53.24,1415.6254450000001,1.38,9.458144535368753
1381,3.54,24821.97,5.24,251.83,3,2.53,1051.75,17.47,3.54,9.75,58.85,1300.6712280000002,3.54,10.11952471316298
1382,20.9,16978.57,6.17,228.75,3,13.88,200.0,23.03,14.99,9.22,18.08,1047.577769,14.99,9.7397661356342
1383,18.87,8499.0,3.6,244.34,1,12.83,268.13,26.29,12.53,10.39,33.31,305.96400000000006,12.53,9.047821442478408
1384,26.32,4829.27,13.86,100.0,2,5.87,1246.39,33.52,13.4,9.24,0.0,669.3368220000001,13.4,8.482657645705356
1385,22.05,14165.7,6.6,264.74,3,12.26,1414.87,12.34,12.35,11.76,15.24,934.9362000000001,12.35,9.558649419182807
1386,24.1,11100.98,5.82,215.81,4,2.41,964.875,27.38,1.55,19.53,22.35,646.077036,1.55,9.314878749771273
1387,8.46,16583.35,18.05,361.49,2,14.57,902.39,20.62,3.41,8.62,58.6,2993.2946749999996,3.41,9.716214758572123
1388,5.32,13468.88,21.17,251.35,3,8.85,1117.89,13.06,0.05,8.75,58.39,2851.3618960000003,0.05,9.508211360678759
1389,22.52,18763.0,15.09,166.77,3,5.94,1277.29,28.3,5.45,1.34,6.93,2831.3367000000003,5.45,9.839695419448349
1390,24.21,5280.69,19.91,246.51,4,6.71,200.0,21.57,1.63,6.54,20.34,1051.3853789999998,1.63,8.572001401244565
1391,15.33,23246.63,16.93,176.77,1,2.86,645.58,24.83,7.09,6.68,0.0,3935.6544590000003,7.09,10.053958470335857
1392,12.38,9490.81,8.69,283.14,4,14.86,866.97,14.69,10.16,2.67,52.86,824.7513889999999,10.16,9.158184600499014
1393,11.16,27167.33,4.22,270.37,1,2.51,1281.26,19.44,11.16,0.73,34.22,1146.4613259999999,11.16,10.209807235680413
1394,23.29,4668.76,7.08,317.05,3,10.51,1999.37,23.52,11.24,6.16,15.3,330.54820800000005,11.24,8.448862957479381
1395,10.22,27167.33,6.24,252.27,1,7.76,908.8,17.15,10.22,25.34,28.87,1695.2413920000001,10.22,10.209807235680413
1396,27.92,9493.18,14.33,252.38,3,14.34,437.21,19.88,0.81,11.42,25.73,1360.3726940000001,0.81,9.15843425827428
1397,25.75,4811.99,9.53,154.45,3,5.2,1160.91,33.85,0.18,10.72,0.59,458.58264699999995,0.18,8.479073791594738
1398,12.87,5502.13,1.78,299.1,2,8.92,1528.4,19.88,9.92,7.53,37.11,97.937914,9.92,8.613072300258832
1399,22.53,6271.19,7.1,286.32,1,8.27,1043.21,27.02,4.34,6.53,22.2,445.2544899999999,4.34,8.743880854938755
1400,22.64,11376.81,3.24,252.27,1,11.14,637.34,17.33,3.8,12.25,41.72,368.608644,3.8,9.339420246278564
1401,3.09,12311.25,9.33,250.11,1,2.88,1383.2,15.65,3.09,2.98,58.97,1148.639625,3.09,9.418349980705676
1402,27.08,5120.67,18.25,279.03,4,4.52,1265.42,17.21,4.05,25.95125,4.82,934.522275,4.05,8.541235836726072
1403,15.16,7946.73,4.44,362.3,2,4.79,589.57,17.28,7.67,3.2,48.1,352.834812,7.67,8.980641632284419
1404,24.79,27167.33,20.96,230.04,2,11.6,1152.57,21.33,6.6,13.04,5.13,5694.272368000001,6.6,10.209807235680413
1405,9.6,27167.33,9.98,259.71,2,4.46,1398.91,21.3,7.69,3.49,42.92,2711.299534,7.69,10.209807235680413
1406,26.87,11488.01,14.31,173.97,4,9.46,1472.76,19.91,10.09,9.41,0.0,1643.9342310000002,10.09,9.349146205250758
1407,11.68,8353.22,5.64,189.22,1,8.41,973.42,9.04,5.81,8.75,48.4,471.121608,5.81,9.030522079400338
1408,0.33,8919.77,10.25,256.85,1,13.2,856.77,19.88,0.33,1.83,71.75,914.276425,0.33,9.096137544718406
1409,15.33,13237.57,20.96,327.28,1,8.41,1490.91,10.07,2.49,3.85,28.27,2774.594672,2.49,9.490889817615631
1410,15.33,17875.81,19.28,232.06,2,8.74,515.94,8.78,2.74,4.08,65.14,3446.456168,2.74,9.791259621177147
1411,9.58,6595.21,10.56,233.49,2,6.58,1175.43,19.88,9.58,6.98,32.71,696.454176,9.58,8.794250520649946
1412,28.5,2132.68,8.94,221.52,3,5.04,451.99,23.15,11.35,10.29,3.24,190.66159199999998,11.35,7.6656034674779585
1413,28.52,11152.05,11.06,212.57,4,2.65,1426.15,24.78,10.0,25.68,0.0,1233.41673,10.0,9.319468282083205
1414,17.2,8562.29,12.85,270.65,4,5.49,896.78,17.05,3.51,5.47,29.26,1100.254265,3.51,9.055239741088256
1415,18.96,5505.21,22.3,145.19,2,8.41,1507.43,32.27,8.82,24.61,2.33,1227.66183,8.82,8.613631825185912
1416,13.45,27167.33,6.49,339.67,3,8.94,1196.57,24.14,8.56,11.13,26.55,1763.159717,8.56,10.209807235680413
1417,8.8,3039.32,6.19,203.42,1,14.27,510.71,28.08,7.26,3.1,57.57,188.13390800000002,7.26,8.019718052018385
1418,9.86,2511.16,8.38,300.53,2,7.15,1569.85,16.06,8.25,7.56,51.11,210.43520800000002,8.25,7.828898219827211
1419,20.18,9696.9,4.27,161.1,4,11.02,1620.5,33.8,7.38,2.3,10.7,414.05762999999996,7.38,9.179664646207721
1420,22.57,18726.2,14.58,296.82,4,8.36,1352.91,29.61,8.48,6.54,7.68,2730.2799600000003,8.48,9.837732291470662
1421,23.75,27167.33,2.79,297.04,4,8.66,695.36,19.88,10.73,6.19,10.26,757.968507,10.73,10.209807235680413
1422,23.69,5613.29,23.01,276.89,1,5.48,877.59,10.17,1.64,9.53,17.06,1291.6180290000002,1.64,8.633070412160526
