section_id,pavement_age_years,aadt,heavy_vehicle_percentage,pavement_thickness_mm,number_of_lanes,subgrade_cbr,annual_rainfall_mm,mean_temperature_c,years_since_last_maintenance,distress_density,pci
1307,15.49,5181.57,19.57,136.83,4,2.12,1352.03,6.22,0.84,9.32,33.67
1308,9.69,10957.39,1.62,233.94,2,7.75,426.48,14.45,8.61,6.49,55.64
1309,23.86,28351.05,20.05,232.6,2,2.6,1132.05,22.27,12.95,9.64,0.0
1310,8.12,7687.88,5.02,293.86,2,9.07,674.4,,7.22,7.47,51.96
1311,13.17,5197.02,15.13,253.19,4,6.4,853.73,30.77,1.18,6.13,48.03
1312,,36494.82,12.89,293.64,2,8.15,1201.71,11.85,2.35,11.29,73.76
1313,0.76,2544.24,4.85,299.24,2,9.97,1208.58,11.6,0.76,6.92,74.39
1314,28.88,1395.43,6.59,400.85,1,13.29,1534.79,11.04,2.32,10.37,28.83
1315,25.08,11521.98,16.84,227.93,1,10.6,967.1,32.67,12.74,1.13,11.48
1316,20.88,5422.74,8.92,184.13,3,7.64,1122.58,30.58,7.82,9.74,14.96
1317,12.27,3579.63,29.9,267.23,3,12.65,824.91,28.25,12.27,6.88,31.83
1318,5.2,14281.0,7.06,193.84,3,,1072.8,16.78,5.2,21.98,63.79
1319,4.69,9848.17,6.78,353.74,3,3.56,1175.79,20.13,4.69,1.96,60.45
1320,7.51,5160.23,4.05,230.17,1,8.92,960.68,,0.08,,66.08
1321,16.48,2909.56,6.21,210.41,1,,278.5,12.6,6.42,15.45,39.93
1322,21.44,16284.45,10.07,,1,2.61,1132.59,20.15,2.96,7.71,18.64
1323,19.81,13631.8,27.95,300.29,2,10.69,1145.82,5.91,13.66,6.7,21.44
1324,8.4,7485.02,6.52,238.96,2,13.22,727.93,8.95,2.62,15.41,68.64
1325,28.65,35500.77,1.43,205.08,3,4.12,486.25,31.6,4.29,,4.09
1326,22.14,3442.43,7.48,366.57,2,12.56,1590.35,27.55,7.75,13.0,16.31
1327,16.63,2391.27,11.21,190.07,4,13.09,1196.58,17.69,3.95,6.14,31.87
1328,18.35,,20.16,252.49,1,13.89,908.37,20.51,3.15,5.52,34.59
1329,12.59,7812.9,11.62,295.66,3,5.45,545.19,16.1,8.99,,46.32
1330,7.43,9844.53,8.55,135.81,3,13.75,671.27,27.22,1.33,16.31,59.31
1331,10.68,6680.92,,283.62,4,6.17,1521.04,28.53,0.87,2.46,38.41
1332,22.74,10739.08,15.97,176.14,2,9.18,1055.06,27.9,5.58,7.92,3.23
1333,0.43,2977.29,10.64,307.59,3,2.66,779.77,26.68,0.43,5.73,72.04
1334,3.48,25719.68,16.08,182.61,2,2.57,1203.88,11.14,3.48,,57.46
1335,1.38,7587.66,4.22,298.49,2,11.36,674.24,15.14,1.38,14.45,78.6
1336,1.22,19807.91,7.58,327.41,4,7.78,1600.34,19.1,1.22,4.21,61.13
1337,25.66,10659.22,14.19,310.3,3,5.33,1541.12,14.92,5.48,13.33,7.68
1338,21.11,11677.31,3.14,267.59,2,4.48,813.37,27.65,14.04,6.31,14.03
1339,14.23,12782.26,4.94,233.81,2,10.71,,14.88,0.82,18.09,54.71
1340,2.94,11593.12,9.66,209.65,4,2.01,200.0,9.15,2.94,4.43,66.07
1341,,13550.49,,352.97,4,12.48,407.37,16.97,13.37,16.15,40.73
1342,14.2,23466.33,21.97,,2,3.03,464.21,34.4,12.06,2.73,24.19
1343,5.2,9482.63,5.28,177.41,4,4.49,1054.08,11.78,2.76,,55.03
1344,13.02,14288.4,11.96,296.58,2,7.02,869.51,23.36,4.44,13.53,45.49
1345,11.96,7541.76,20.59,194.27,3,8.3,461.87,17.99,10.76,4.54,38.71
1346,18.48,25644.74,16.04,183.5,1,6.61,887.53,7.13,1.26,5.89,28.22
1347,19.05,4716.8,11.37,148.95,4,6.17,1202.13,19.64,12.18,8.75,21.06
1348,1.36,34226.39,12.7,216.2,1,14.53,1211.14,,1.36,6.68,62.65
1349,11.24,7846.9,5.54,244.21,2,10.34,240.13,20.4,10.94,5.44,42.12
1350,18.78,2579.57,8.04,267.02,2,2.3,948.69,31.16,1.5,15.57,25.06
1351,15.09,8977.56,9.68,316.59,2,7.59,446.66,13.67,10.77,19.36,34.32
1352,25.69,4699.25,9.18,286.88,1,13.38,1360.69,7.59,10.2,18.59,16.69
1353,,15875.22,8.63,236.64,2,5.92,1313.66,33.1,12.46,11.97,1.34
1354,4.89,4807.35,4.92,236.13,4,,640.79,16.35,,,65.54
1355,2.12,5670.62,20.64,285.71,3,11.86,693.58,22.29,0.35,3.9,72.17
1356,19.27,,10.49,339.08,3,9.88,815.49,28.76,5.6,8.14,34.57
1357,0.8,5642.91,9.24,258.84,4,9.41,200.0,14.73,0.8,9.3,84.65
1358,17.57,1165.49,3.84,217.16,3,2.7,1134.39,26.48,8.38,10.66,21.68
1359,28.21,2282.16,13.61,180.5,1,3.83,890.86,9.06,13.76,10.52,4.84
1360,17.26,14888.31,,,2,10.09,1388.07,13.74,5.87,8.76,25.04
1361,11.65,15193.76,6.48,296.64,2,4.7,560.64,,11.65,11.87,45.1
1362,19.3,11388.58,7.78,290.46,2,8.55,752.35,29.34,0.0,10.18,42.03
1363,13.75,3738.42,15.56,290.42,1,9.08,397.39,11.68,2.53,10.16,52.21
1364,16.37,7799.62,12.96,240.99,1,5.69,,26.52,0.46,4.81,40.4
1365,28.24,8079.76,2.28,348.49,1,14.33,527.21,33.3,,3.12,19.63
1366,11.58,3207.7,20.27,216.11,4,12.95,1398.39,20.83,11.58,10.69,30.77
1367,28.84,26976.43,12.18,316.87,1,11.39,720.7,21.2,1.45,6.1,22.73
1368,27.16,16348.47,11.89,247.29,3,3.01,1049.67,18.83,9.1,5.0,3.77
1369,5.87,6790.15,5.47,207.42,4,3.38,847.69,14.78,5.87,13.78,56.77
1370,2.08,8279.26,17.97,,4,8.41,492.21,19.27,2.08,8.21,63.53
1371,3.02,9573.04,10.07,278.67,4,4.09,932.68,23.08,1.84,21.27,57.74
1372,0.55,1582.26,6.78,274.99,1,14.72,1239.64,34.58,0.55,12.77,78.59
1373,2.83,6649.24,3.21,255.69,4,4.06,516.9,,0.44,4.55,71.71
1374,20.49,4695.75,9.3,247.35,1,8.34,1323.65,30.86,6.51,13.89,17.01
1375,2.14,3636.23,19.37,417.19,1,6.73,660.11,31.67,2.14,11.47,70.77
1376,9.57,6471.22,6.77,332.9,4,10.31,806.81,19.04,9.57,4.4,50.94
1377,25.35,34137.41,2.99,300.6,2,3.68,1212.27,24.72,9.07,5.51,5.3
1378,0.7,13530.13,7.41,257.83,2,7.59,734.63,31.85,0.7,13.44,62.68
1379,24.43,5131.0,6.72,320.5,4,5.57,1015.03,16.79,7.98,1.54,13.46
1380,8.46,12811.09,11.05,286.26,2,13.54,874.12,33.85,1.38,0.94,53.24
1381,3.54,24821.97,5.24,251.83,3,2.53,1051.75,17.47,3.54,9.75,58.85
1382,20.9,16978.57,6.17,228.75,3,13.88,200.0,23.03,14.99,9.22,18.08
1383,18.87,8499.0,3.6,244.34,1,12.83,268.13,26.29,12.53,10.39,33.31
1384,26.32,4829.27,13.86,100.0,2,5.87,1246.39,33.52,13.4,9.24,0.0
1385,22.05,14165.7,6.6,264.74,3,12.26,1414.87,12.34,12.35,11.76,15.24
1386,24.1,11100.98,5.82,215.81,4,2.41,,27.38,1.55,19.53,22.35
1387,8.46,16583.35,18.05,361.49,2,14.57,902.39,20.62,3.41,8.62,58.6
1388,5.32,13468.88,21.17,251.35,3,8.85,1117.89,13.06,0.05,,58.39
1389,22.52,18763.0,15.09,166.77,3,5.94,1277.29,28.3,,1.34,6.93
1390,24.21,5280.69,19.91,246.51,4,6.71,200.0,21.57,1.63,6.54,20.34
1391,,23246.63,16.93,176.77,1,2.86,645.58,24.83,7.09,6.68,0.0
1392,12.38,9490.81,8.69,283.14,4,14.86,866.97,14.69,10.16,2.67,52.86
1393,11.16,42625.53,4.22,270.37,1,2.51,1281.26,19.44,11.16,0.73,34.22
1394,23.29,4668.76,7.08,317.05,3,10.51,1999.37,23.52,11.24,6.16,15.3
1395,10.22,32492.71,6.24,,1,7.76,908.8,17.15,10.22,25.34,28.87
1396,27.92,9493.18,14.33,252.38,3,14.34,437.21,,0.81,11.42,25.73
1397,25.75,4811.99,9.53,154.45,3,5.2,1160.91,33.85,0.18,10.72,0.59
1398,12.87,5502.13,1.78,299.1,2,8.92,1528.4,,9.92,7.53,37.11
1399,22.53,6271.19,7.1,286.32,1,8.27,1043.21,27.02,4.34,6.53,22.2
1400,22.64,11376.81,3.24,,1,11.14,637.34,17.33,3.8,12.25,41.72
1401,3.09,12311.25,9.33,250.11,1,2.88,1383.2,15.65,3.09,2.98,58.97
1402,27.08,5120.67,18.25,279.03,4,4.52,1265.42,17.21,4.05,29.74,4.82
1403,15.16,7946.73,4.44,362.3,2,4.79,589.57,17.28,7.67,3.2,48.1
1404,24.79,44972.94,20.96,230.04,2,11.6,1152.57,21.33,6.6,13.04,5.13
1405,9.6,32274.56,9.98,259.71,2,4.46,1398.91,21.3,7.69,3.49,42.92
1406,26.87,11488.01,14.31,173.97,4,9.46,1472.76,19.91,10.09,9.41,0.0
1407,11.68,8353.22,5.64,189.22,1,,973.42,9.04,5.81,,48.4
1408,0.33,8919.77,10.25,256.85,1,13.2,856.77,19.88,0.33,1.83,71.75
1409,,13237.57,20.96,327.28,1,,1490.91,10.07,2.49,3.85,28.27
1410,,17875.81,19.28,232.06,2,8.74,515.94,8.78,2.74,4.08,65.14
1411,9.58,6595.21,10.56,233.49,2,6.58,1175.43,,9.58,6.98,32.71
1412,28.5,2132.68,8.94,221.52,3,5.04,451.99,23.15,11.35,10.29,3.24
1413,28.52,11152.05,11.06,212.57,4,2.65,1426.15,24.78,10.0,25.68,0.0
1414,17.2,,12.85,270.65,4,5.49,896.78,17.05,3.51,5.47,29.26
1415,18.96,5505.21,22.3,145.19,2,,1507.43,32.27,8.82,24.61,2.33
1416,13.45,28543.64,6.49,339.67,3,8.94,1196.57,24.14,8.56,11.13,26.55
1417,8.8,3039.32,6.19,203.42,1,14.27,510.71,28.08,7.26,3.1,57.57
1418,9.86,2511.16,8.38,300.53,2,7.15,1569.85,16.06,8.25,7.56,51.11
1419,20.18,9696.9,4.27,161.1,4,11.02,1620.5,33.8,7.38,2.3,10.7
1420,22.57,18726.2,14.58,296.82,4,8.36,1352.91,29.61,8.48,6.54,7.68
1421,23.75,31167.84,2.79,297.04,4,8.66,695.36,,10.73,6.19,10.26
1422,23.69,5613.29,23.01,276.89,1,5.48,877.59,10.17,1.64,9.53,17.06
1423,2.74,,11.27,180.39,4,7.91,1058.17,13.13,2.74,13.07,66.21
1424,14.83,7857.26,15.18,267.47,1,8.12,,13.57,2.04,8.02,43.83
1425,1.73,7057.87,1.83,167.19,1,11.19,1676.94,13.13,1.0,3.44,71.47
1426,16.49,16431.05,,232.31,1,14.23,1057.73,30.66,14.64,21.21,14.38
1427,13.25,13654.96,13.04,322.06,2,6.28,200.0,5.96,,26.77,39.82
1428,,2295.91,13.8,305.77,1,2.55,1135.74,7.28,0.91,7.43,30.63
1429,10.53,26402.98,9.48,251.06,3,8.45,860.74,13.22,6.65,10.78,52.47
1430,3.51,24442.36,16.97,181.76,4,9.08,970.03,11.0,,,51.75
1431,4.29,4912.56,5.15,295.19,2,4.19,852.55,11.96,4.29,9.58,65.77
1432,22.85,11121.58,13.2,,4,11.89,1322.82,28.94,12.45,9.96,0.0
1433,18.55,12030.79,2.67,,1,14.8,1447.88,,14.26,2.71,19.3
1434,3.03,9982.0,4.23,304.78,2,14.3,1113.22,5.17,3.03,6.64,80.69
1435,2.52,5217.41,21.43,248.3,3,4.56,864.28,17.88,2.52,17.12,62.97
1436,21.03,4734.83,6.38,334.17,1,13.38,983.47,17.24,9.05,16.12,29.36
1437,2.18,7939.11,4.92,173.33,4,11.16,1007.84,8.42,2.18,6.54,70.35
1438,24.66,20706.09,12.4,100.0,3,7.9,679.03,25.28,,10.1,0.0
1439,21.19,12517.46,20.03,,1,9.03,1231.57,26.06,13.06,6.94,0.0
1440,2.44,6024.01,,270.41,3,13.04,1184.02,26.63,2.44,13.42,61.07
1441,2.55,15023.32,27.19,,1,8.24,1616.18,26.85,2.55,1.81,36.23
1442,29.6,,6.63,181.51,2,6.85,1502.14,5.0,4.4,12.27,11.93
1443,11.23,20312.92,17.81,442.87,1,8.41,725.73,33.62,0.5,22.16,44.94
1444,11.12,2014.71,11.48,228.61,2,9.53,1328.12,29.43,11.12,4.76,34.26
1445,24.38,6063.53,8.21,301.17,1,4.46,619.62,32.12,6.76,20.19,15.98
1446,28.42,3308.55,14.28,204.45,1,13.71,1278.37,,4.88,10.48,20.1
1447,29.58,2876.29,3.49,103.68,4,10.76,793.35,33.02,7.07,8.01,7.09
1448,22.6,,9.52,238.08,3,10.23,590.7,29.29,12.28,6.5,13.35
1449,11.29,5573.84,8.5,231.41,3,,1112.02,30.12,1.87,20.66,34.5
1450,2.51,10691.49,13.52,222.01,3,9.85,200.0,7.8,2.51,6.96,82.47
1451,23.31,7804.56,11.62,241.98,1,3.57,299.61,27.16,13.46,24.39,12.63
1452,16.75,11868.38,13.92,268.5,1,3.02,929.0,33.8,14.2,22.56,10.04
1453,12.73,8616.7,,239.49,1,8.86,1032.98,25.36,5.96,5.78,36.29
1454,27.19,2903.31,9.7,161.52,2,7.24,852.27,22.12,3.26,7.37,14.12
1455,3.34,,12.1,284.03,2,9.65,368.23,33.37,3.34,1.25,67.3
1456,14.78,5458.86,22.74,113.54,4,3.16,672.84,18.29,4.99,8.21,29.15
1457,0.34,2332.59,11.76,106.47,1,,1156.48,22.98,0.34,9.01,67.58
1458,14.06,,9.49,301.74,3,4.27,1232.71,19.29,9.11,18.37,28.62
1459,1.69,26919.54,,285.49,3,14.83,993.51,32.99,1.69,23.37,54.22
1460,3.56,15997.33,9.91,,4,9.29,,7.28,3.56,14.31,57.31
1461,3.53,6130.79,23.66,152.32,3,10.94,1158.96,20.03,0.48,,60.66
1462,19.48,6127.82,,200.45,4,6.23,701.02,25.61,9.66,7.37,10.94
1463,22.38,6264.74,7.71,231.61,1,3.23,887.8,28.76,11.44,2.88,11.26
1464,17.5,42676.27,8.63,138.29,3,14.69,438.85,22.49,11.39,10.46,22.22
1465,28.87,10998.88,18.19,198.27,1,5.72,956.74,32.27,13.29,18.16,0.0
1466,11.25,11430.42,17.28,295.66,2,7.51,1444.84,33.26,10.94,0.35,20.36
1467,8.57,18475.98,18.91,349.91,3,10.45,1274.12,6.93,8.57,9.33,53.22
1468,26.06,9808.76,10.16,220.64,2,2.32,,17.07,4.99,1.47,0.4
1469,6.71,6586.43,11.43,302.95,3,12.53,878.85,5.7,6.71,4.43,63.96
1470,28.9,6925.19,9.27,116.02,1,8.98,1538.44,14.88,0.21,9.61,7.98
1471,0.36,7651.97,9.33,296.16,4,5.62,922.68,21.11,0.1,23.62,66.34
1472,29.1,7865.35,,193.72,1,2.8,1588.63,,3.6,8.64,0.0
1473,,14502.9,19.66,271.51,1,,991.26,30.4,,13.67,49.37
1474,26.73,8446.92,13.28,232.66,1,13.64,1282.89,8.82,3.9,10.39,19.49
1475,15.83,14561.15,13.71,342.43,3,10.92,1590.04,7.79,2.66,4.67,51.35
1476,29.79,7596.38,18.93,188.79,4,5.25,922.63,22.68,0.43,11.91,0.0
1477,2.21,8629.21,2.31,293.93,2,2.85,1087.36,20.96,2.21,2.8,66.39
1478,16.62,1638.34,13.37,230.43,1,10.98,1515.55,12.99,0.12,8.55,45.11
1479,,16866.12,20.22,238.92,3,9.44,946.8,31.98,11.04,20.4,0.0
1480,15.69,10691.36,,237.13,2,7.26,471.64,32.82,2.28,9.81,41.73
1481,18.88,,19.05,190.8,1,6.73,1857.2,17.08,13.68,10.39,6.21
1482,20.87,798.71,13.41,249.01,2,4.82,812.09,31.71,13.39,6.53,12.61
1483,13.64,43075.07,12.45,245.61,1,10.7,1063.5,16.52,9.81,1.95,36.88
1484,18.83,7246.89,12.63,266.89,2,14.62,1462.4,27.1,10.08,7.15,20.71
1485,17.53,19664.03,5.37,255.92,2,4.28,756.6,19.28,0.08,15.57,34.52
1486,27.03,3526.55,1.7,305.86,4,9.76,596.85,8.68,14.77,11.37,20.74
1487,1.36,13229.69,17.61,314.65,4,7.51,1101.49,32.84,1.36,2.96,57.16
1488,8.43,3488.64,4.78,176.46,1,7.81,282.77,18.62,8.43,1.38,60.07
1489,28.51,4919.61,8.0,310.81,3,5.3,884.84,,9.89,4.62,0.87
1490,26.71,37467.35,28.03,166.96,4,12.73,1098.02,16.02,5.17,7.2,2.0
1491,13.67,6956.66,11.27,291.15,2,8.31,892.02,5.57,13.4,7.61,39.17
1492,18.6,9642.6,13.97,293.38,4,9.06,382.62,8.02,4.37,7.69,41.38
1493,8.32,16253.35,7.34,116.21,4,5.96,1637.67,19.89,8.32,8.58,23.85
1494,5.64,12046.69,20.09,256.51,1,4.36,1041.42,25.7,1.5,11.64,51.3
1495,13.91,,2.5,217.21,4,3.12,1572.46,15.04,13.83,6.18,24.99
1496,10.6,10850.53,17.42,196.89,4,11.28,895.99,25.86,2.11,3.78,47.35
1497,17.51,55422.03,3.68,344.56,2,4.55,648.0,25.96,3.37,12.61,36.12
1498,2.33,7738.05,25.03,204.24,4,10.97,1107.67,26.12,2.33,15.82,57.11
1499,,9517.42,15.08,193.55,2,7.07,913.69,19.78,11.46,5.4,0.0
1500,29.59,18779.54,5.09,255.3,4,7.41,528.9,32.45,9.29,29.87,0.0
1501,20.94,19622.28,10.97,297.99,4,8.1,1587.91,19.68,3.48,22.79,19.92
1502,16.08,20944.35,15.3,240.08,3,6.78,751.09,18.51,0.01,3.17,40.21
1503,,,7.14,331.65,4,3.31,263.89,,9.29,1.51,50.17
1504,24.41,3247.35,8.65,287.17,2,6.03,1531.27,14.23,14.78,7.45,10.86
1505,20.54,29933.85,20.84,100.0,2,10.63,798.28,6.27,12.15,10.44,12.1
1506,4.88,3238.69,,212.94,1,10.66,756.87,24.01,4.88,,62.21
1507,27.33,10322.78,19.4,210.67,1,5.72,293.84,12.46,13.56,28.94,3.21
1508,24.68,4431.88,13.92,,3,7.98,1696.38,14.12,6.15,13.69,15.32
1509,28.49,7697.8,15.11,,2,4.51,484.21,28.12,7.87,6.29,0.32
1510,21.77,10540.81,18.21,428.43,2,4.73,1023.38,14.82,7.16,18.91,19.77
1511,18.4,10478.55,22.59,287.17,2,2.3,1365.05,12.27,6.71,9.38,24.81
1512,12.55,11356.4,,260.42,3,13.66,1168.69,10.07,11.63,2.55,46.68
1513,27.98,29465.31,16.76,332.71,2,4.74,976.14,28.25,7.9,2.65,0.0
1514,25.98,11647.27,25.11,414.06,1,4.96,319.33,8.89,4.75,6.32,15.74
1515,1.36,,,310.95,3,5.63,676.11,18.61,1.36,16.82,68.25
1516,0.79,17523.0,12.97,316.42,1,3.66,1075.12,20.21,0.57,3.43,63.01
1517,11.29,20985.28,,259.15,1,10.31,685.13,25.62,8.75,6.31,40.95
1518,24.32,,27.37,240.09,3,2.98,1081.34,24.0,3.45,22.65,10.59
1519,29.62,13067.98,14.37,216.69,4,3.74,1272.7,29.32,2.22,,0.0
1520,4.51,14199.16,15.76,192.17,4,10.38,1385.0,6.34,4.51,12.33,70.47
1521,17.82,6386.55,15.2,201.91,1,6.42,509.53,13.89,10.22,17.24,24.15
1522,11.43,24356.78,3.37,155.46,4,11.2,1878.66,13.4,11.28,6.41,36.38
1523,29.1,7186.47,17.49,244.69,2,9.25,1306.99,9.38,7.55,23.68,0.0
1524,25.26,8959.42,3.76,132.07,3,5.33,999.31,13.68,13.41,13.98,2.65
1525,25.15,7055.36,15.93,263.36,1,10.46,1435.81,14.29,14.05,7.81,0.0
1526,14.06,8204.71,3.11,247.46,2,3.51,1946.16,20.66,12.11,20.76,20.51
1527,,3371.05,5.13,260.29,4,8.97,424.51,24.91,9.53,13.55,45.45
1528,8.2,2560.5,8.57,213.45,2,7.68,909.89,16.43,4.56,8.42,48.27
1529,1.69,29016.04,7.59,465.38,4,5.48,200.0,26.58,1.69,12.59,76.8
1530,25.94,4115.15,17.98,345.21,1,9.85,1077.06,15.08,4.11,4.1,28.89
1531,24.39,3666.11,9.36,162.88,2,13.33,1146.16,13.71,3.04,18.96,25.29
1532,29.99,1447.06,4.02,266.3,3,14.99,984.34,21.24,6.63,29.26,15.92
1533,29.9,4860.18,7.01,207.44,1,9.9,738.19,5.71,0.85,1.86,22.29
1534,16.66,2811.65,12.45,178.99,2,7.26,200.0,7.39,14.68,5.35,29.86
1535,23.07,30140.11,12.29,156.19,2,4.93,1149.41,17.54,8.83,4.98,6.07
1536,28.34,18175.93,12.65,280.26,4,5.34,1582.17,33.29,8.35,14.6,0.0
1537,25.49,4672.64,17.97,202.3,1,8.23,763.59,26.65,9.84,10.05,1.18
1538,7.42,49116.42,19.97,317.75,1,6.77,1176.02,7.64,7.42,6.05,52.51
1539,13.52,17772.59,15.19,319.56,1,13.88,372.74,30.39,0.48,6.83,58.75
1540,3.87,6248.74,10.35,346.17,1,6.79,1182.89,26.97,3.87,5.6,58.7
1541,28.62,1097.15,8.69,190.33,4,6.85,842.65,23.33,10.74,13.35,1.13
1542,18.19,50653.02,25.35,283.28,3,6.99,,29.61,6.25,9.92,15.84
1543,6.86,2666.02,12.1,294.27,1,12.88,695.85,17.12,6.86,6.57,71.13
1544,20.15,2172.6,14.13,216.81,4,10.46,842.56,11.65,3.41,5.69,34.73
1545,18.54,18362.33,7.84,195.98,3,9.98,1152.97,20.36,3.32,21.0,29.52
1546,10.74,57056.76,7.78,362.67,3,6.34,475.13,21.47,2.42,18.63,51.43
1547,3.41,24524.26,4.81,265.92,4,12.63,841.15,21.15,3.41,13.46,66.13
1548,20.15,,11.53,294.52,1,2.5,983.41,,12.71,17.3,8.06
1549,15.61,13040.35,7.78,192.45,3,13.32,560.38,33.46,12.42,2.58,26.83
1550,23.17,16038.26,8.88,164.65,1,8.67,1718.67,32.07,5.74,3.41,1.48
1551,15.6,14870.62,19.7,210.14,1,7.18,658.6,31.27,8.84,3.06,20.75
1552,25.57,10147.2,3.4,241.32,2,8.46,732.23,29.04,10.81,95.0,0.0
1553,16.56,8807.52,,175.5,1,10.68,608.68,33.3,3.62,17.69,35.18
1554,16.83,7707.32,13.1,249.31,2,2.17,1719.39,7.95,2.52,6.13,37.57
1555,26.3,4432.98,12.58,131.8,3,13.33,1221.16,12.95,14.58,19.37,0.07
1556,12.1,6473.42,22.37,171.6,4,7.81,625.36,19.85,9.26,5.34,39.53
1557,4.02,2091.5,2.28,296.96,2,6.46,1442.49,30.4,4.02,7.73,55.91
1558,0.86,7490.03,20.86,292.27,4,,1080.28,20.15,,6.07,75.02
1559,22.65,3674.33,4.44,222.57,3,7.71,1102.9,27.44,10.55,7.28,6.27
1560,18.61,3351.38,9.06,178.76,1,8.45,862.21,9.17,3.34,7.91,48.05
1561,,9357.33,3.29,178.08,3,7.25,700.23,12.57,3.92,1.45,31.04
1562,6.39,24676.38,0.81,223.87,4,10.82,1135.11,26.95,6.39,11.13,50.95
1563,4.09,16892.98,20.6,295.12,3,7.47,781.97,9.94,4.09,7.77,60.05
1564,0.44,2306.76,6.1,314.98,1,14.5,1726.7,15.54,0.44,23.65,72.84
1565,10.52,3671.29,16.06,215.24,3,9.79,492.28,12.95,3.94,12.99,51.88
1566,17.7,,7.74,169.26,1,12.5,1614.46,15.5,0.54,10.78,32.48
1567,11.77,3692.32,22.7,268.75,2,3.42,955.47,26.25,10.57,22.72,27.77
1568,13.12,6770.25,8.3,192.35,4,7.16,1119.63,16.04,7.38,21.2,40.52
1569,27.12,62911.21,9.72,213.72,1,6.38,,21.66,1.41,24.35,2.23
1570,10.45,3734.33,6.75,342.77,1,9.4,747.9,8.0,2.58,5.62,66.38
1571,15.42,8815.8,4.79,307.9,3,13.19,1345.7,29.15,1.54,2.99,42.09
1572,,2787.16,17.13,261.06,2,3.02,200.0,16.1,9.19,1.46,13.28
1573,11.9,5008.57,11.22,,1,2.94,712.0,24.46,1.41,17.14,34.92
1574,18.66,10465.35,1.02,264.8,2,13.05,630.37,26.76,11.31,1.2,26.68
1575,25.87,2265.62,23.04,324.39,2,4.77,498.6,11.29,0.31,10.03,23.93
1576,28.49,11526.22,9.87,223.71,3,10.69,914.02,31.54,3.74,2.04,0.0
1577,4.41,7976.78,,344.58,1,9.06,1154.3,23.49,4.41,18.87,58.7
1578,27.8,12606.8,3.08,340.49,3,12.83,1281.06,17.86,,12.27,4.99
1579,,9692.73,5.27,366.46,4,3.63,1096.35,10.47,1.09,18.8,50.17
1580,7.75,24132.44,13.69,,4,3.69,733.72,33.27,7.75,10.19,41.79
1581,13.77,8956.9,17.69,291.12,1,9.24,,27.65,7.4,3.77,30.35
1582,,5747.24,,348.99,2,14.3,1049.71,,12.7,5.94,4.57
1583,14.78,8935.95,,281.32,1,7.39,1374.42,15.13,9.01,15.98,22.41
1584,9.86,12514.44,8.32,214.91,1,6.25,1310.77,29.29,9.86,,32.39
1585,19.0,8426.09,,218.6,4,9.89,1012.19,,14.9,5.55,17.97
1586,7.2,8370.54,4.38,266.7,4,,641.1,27.97,3.49,4.91,71.8
1587,,4621.19,10.03,159.66,2,12.88,738.82,18.24,2.28,8.0,76.12
1588,,4767.99,18.46,239.97,2,14.94,780.08,26.49,3.87,13.3,64.34
1589,3.84,2638.37,24.9,326.76,1,2.29,873.89,16.59,0.59,18.47,61.09
1590,4.56,32848.5,15.94,100.0,3,3.47,1107.22,11.34,0.22,2.41,50.84
1591,4.16,2995.63,2.35,357.41,1,9.92,1286.07,23.98,1.79,4.01,75.62
1592,19.23,4654.9,,328.57,2,,979.55,,9.74,2.7,28.53
1593,5.46,4560.9,2.35,217.82,3,5.71,1006.45,14.32,,8.25,63.35
1594,10.37,16579.79,5.62,288.04,4,5.11,1057.32,18.83,8.3,,41.0
1595,26.9,6399.92,7.25,250.22,2,12.23,793.64,25.22,0.48,11.06,17.37
1596,14.22,21986.71,4.83,336.1,2,2.73,629.84,21.25,7.04,20.2,35.66
1597,20.03,4727.76,15.22,,3,6.8,297.82,30.3,13.87,1.52,22.83
1598,5.17,10129.38,4.62,152.0,2,8.58,721.94,27.85,5.17,4.14,57.03
1599,5.77,4153.57,13.77,291.11,2,9.28,1189.26,6.75,5.77,24.52,59.09
1600,1.23,45076.63,16.96,235.61,2,11.47,718.84,34.95,1.23,9.83,62.34
1601,5.07,3133.55,8.91,255.8,2,6.61,904.88,27.57,5.07,5.63,62.45
1602,8.36,10382.29,19.86,199.03,2,,1186.57,30.92,7.79,42.02,22.93
1603,5.31,13453.86,14.69,372.37,2,9.61,1208.28,24.54,5.31,6.81,47.08
1604,2.66,11282.85,7.06,322.8,2,9.12,568.19,30.69,2.66,12.93,75.18
1605,3.62,6986.74,10.32,198.22,2,10.33,1398.82,8.37,3.62,4.3,61.37
1606,13.82,,7.58,156.58,4,5.37,1450.94,15.43,3.6,3.64,35.25
1607,6.19,,16.62,223.0,2,3.1,548.06,31.29,4.2,13.48,52.04
1608,10.93,7204.05,14.95,280.42,4,3.55,670.47,11.05,0.8,26.01,50.6
1609,,17520.09,12.63,,4,4.92,1476.44,7.35,,5.83,29.1
1610,20.71,47496.84,3.36,337.72,1,8.5,941.26,28.64,6.26,3.4,23.84
1611,1.18,5187.5,6.82,305.29,1,12.93,200.0,30.06,1.18,16.94,94.37
1612,23.98,2708.52,5.91,317.87,4,11.12,440.13,9.88,3.48,5.88,45.34
1613,18.84,7550.54,1.6,,4,12.26,900.25,30.63,13.52,11.17,20.3
1614,,63816.53,4.13,152.75,2,6.56,,25.6,2.45,5.69,66.0
